copy dev.tpostcode (postcode_1,name,lat,long) from postcode.dat with delimited as ','


"postcode","district","x","y","latitude","longitude"
"CV4","Coventry",429600,277900,52.39,-1.56
"CV47","Coventry",442000,259700,52.23,-1.38
"CV5","Coventry",430600,279500,52.41,-1.55
"CV6","Coventry",433500,281700,52.43,-1.50
"CV7","Coventry",429700,283000,52.44,-1.56
"CV8","Coventry",431100,272700,52.35,-1.54
"CV9","Coventry",429900,298700,52.58,-1.55
"CW1","Crewe",370900,356300,53.10,-2.43
"CW10","Crewe",370200,365900,53.18,-2.44
"CW11","Crewe",375600,360700,53.14,-2.36
"CW12","Crewe",385900,363100,53.16,-2.21
"CW2","Crewe",370100,353900,53.08,-2.44
"CW3","Crewe",372800,344800,53.00,-2.40
"CW4","Crewe",376800,367800,53.20,-2.34
"CW5","Crewe",365100,351800,53.06,-2.52
"CW6","Crewe",355500,363000,53.16,-2.66
"CW7","Crewe",364800,366100,53.19,-2.52
"CW8","Crewe",362400,373100,53.25,-2.56
"CW9","Crewe",366600,373700,53.25,-2.50
"DA1","Dartford",553500,174300,51.44,0.21
"DA10","Dartford",560400,174300,51.44,0.30
"DA11","Dartford",563600,173300,51.43,0.35
"DA12","Dartford",566000,172600,51.42,0.38
"DA13","Dartford",563900,167500,51.38,0.35
"DA14","Dartford",546900,171700,51.42,0.11
"DA15","Dartford",545900,173400,51.44,0.10
"DA16","Dartford",546500,176100,51.46,0.10
"DA17","Dartford",549200,178700,51.48,0.14
"DA18","Dartford",548800,179200,51.49,0.14
"DA2","Dartford",555300,172700,51.43,0.23
"DA3","Dartford",560700,167600,51.38,0.31
"DA4","Dartford",555300,168200,51.39,0.23
"DA5","Dartford",549200,173500,51.44,0.14
"DA6","Dartford",548700,175100,51.45,0.14
"DA7","Dartford",549100,176300,51.46,0.14
"DA8","Dartford",551200,177500,51.47,0.17
"DA9","Dartford",558400,174600,51.44,0.28
"DD1","Dundee",339800,730300,56.46,-2.97
"DD10","Dundee",373900,761800,56.74,-2.42
"DD11","Dundee",363300,742500,56.57,-2.59
"DD2","Dundee",336700,731300,56.47,-3.02
"DD3","Dundee",339100,732700,56.48,-2.98
"DD4","Dundee",342400,732600,56.48,-2.93
"DD5","Dundee",346900,732100,56.47,-2.86
"DD6","Dundee",342900,727600,56.43,-2.92
"DD7","Dundee",355800,734800,56.50,-2.71
"DD8","Dundee",343500,752000,56.65,-2.92
"DD9","Dundee",359200,762000,56.74,-2.66
"DE1","Derby",435300,336000,52.92,-1.47
"DE11","Derby",430100,319700,52.77,-1.55
"DE12","Derby",430200,314300,52.72,-1.55
"DE13","Derby",421000,323400,52.80,-1.68
"DE14","Derby",424300,323100,52.80,-1.64
"DE15","Derby",426400,322500,52.79,-1.60
"DE21","Derby",438200,337500,52.93,-1.43
"DE22","Derby",433900,337500,52.93,-1.49
"DE23","Derby",434000,333900,52.90,-1.49
"DE24","Derby",436900,332700,52.89,-1.45
"DE3","Derby",430900,334700,52.90,-1.54
"DE4","Derby",429200,359000,53.12,-1.56
"DE45","Derby",421600,368700,53.21,-1.67
"DE5","Derby",440100,349900,53.04,-1.40
"DE55","Derby",442100,356200,53.10,-1.37
"DE56","Derby",435300,347300,53.02,-1.47
"DE6","Derby",419000,344100,52.99,-1.71
"DE65","Derby",426300,330000,52.86,-1.61
"DE7","Derby",445600,341900,52.97,-1.32
"DE72","Derby",443100,333100,52.89,-1.35
"DE73","Derby",438000,327900,52.84,-1.43
"DE74","Derby",445200,327600,52.84,-1.33
"DE75","Derby",443400,346400,53.01,-1.35
"DG1","Dumfries",299100,576600,55.07,-3.58
"DG10","Dumfries",308800,603800,55.32,-3.43
"DG11","Dumfries",314800,580700,55.11,-3.33
"DG12","Dumfries",320000,566800,54.99,-3.25
"DG13","Dumfries",334500,587000,55.17,-3.02
"DG14","Dumfries",337100,576700,55.08,-2.98
"DG16","Dumfries",331700,567500,54.99,-3.06
"DG2","Dumfries",294200,575700,55.06,-3.65
"DG3","Dumfries",285600,595100,55.23,-3.79
"DG4","Dumfries",276300,610800,55.37,-3.95
"DG5","Dumfries",284000,560100,54.92,-3.81
"DG6","Dumfries",268000,551100,54.83,-4.05
"DG7","Dumfries",271200,565500,54.96,-4.01
"DG8","Dumfries",238600,556000,54.87,-4.51
"DG9","Dumfries",206200,557900,54.87,-5.02
"DH1","Durham",427900,543000,54.78,-1.56
"DH2","Durham",425900,551700,54.86,-1.59
"DH3","Durham",427800,553100,54.87,-1.56
"DH4","Durham",432700,551200,54.85,-1.49
"DH5","Durham",435100,547800,54.82,-1.45
"DH6","Durham",434500,539900,54.75,-1.46
"DH7","Durham",421600,543900,54.79,-1.66
"DH8","Durham",410000,551200,54.85,-1.84
"DH9","Durham",418800,552600,54.86,-1.70
"DL1","Darlington",430000,515100,54.53,-1.53
"DL10","Darlington",420100,502100,54.41,-1.69
"DL11","Darlington",408100,504800,54.43,-1.87
"DL12","Darlington",401000,519700,54.57,-1.98
"DL13","Darlington",403000,535700,54.71,-1.95
"DL14","Darlington",420000,528600,54.65,-1.69
"DL15","Darlington",417500,535000,54.71,-1.72
"DL16","Darlington",425500,533800,54.69,-1.60
"DL17","Darlington",429600,531900,54.68,-1.54
"DL2","Darlington",425800,514900,54.52,-1.60
"DL3","Darlington",427800,515300,54.53,-1.57
"DL4","Darlington",423000,526200,54.63,-1.64
"DL5","Darlington",427400,524800,54.61,-1.57
"DL6","Darlington",439700,497400,54.37,-1.38
"DL7","Darlington",433500,493700,54.33,-1.48
"DL8","Darlington",414000,488600,54.29,-1.78
"DL9","Darlington",418900,497800,54.37,-1.70
"DN1","Doncaster",457700,403200,53.52,-1.12
"DN10","Doncaster",470200,392800,53.42,-0.94
"DN11","Doncaster",460900,395400,53.45,-1.08
"DN12","Doncaster",451700,398800,53.48,-1.22
"DN14","Doncaster",470200,424000,53.70,-0.93
"DN15","Doncaster",489300,414000,53.61,-0.65
"DN16","Doncaster",490100,408800,53.56,-0.64
"DN17","Doncaster",486000,409200,53.57,-0.70
"DN18","Doncaster",502600,421600,53.68,-0.44
"DN19","Doncaster",508400,422100,53.68,-0.35
"DN2","Doncaster",459500,404400,53.53,-1.10
"DN20","Doncaster",499000,407800,53.55,-0.50
"DN21","Doncaster",486300,392200,53.41,-0.70
"DN22","Doncaster",471500,381300,53.32,-0.92
"DN3","Doncaster",462400,405900,53.54,-1.05
"DN31","Doncaster",526700,409900,53.57,-0.08
"DN32","Doncaster",527900,409100,53.56,-0.06
"DN33","Doncaster",526100,406500,53.54,-0.09
"DN34","Doncaster",525100,408400,53.55,-0.11
"DN35","Doncaster",530100,408300,53.55,-0.03
"DN36","Doncaster",530200,403400,53.51,-0.03
"DN37","Doncaster",523600,406500,53.54,-0.13
"DN38","Doncaster",506500,408400,53.56,-0.39
"DN39","Doncaster",510200,414700,53.61,-0.33
"DN4","Doncaster",458300,401400,53.50,-1.12
"DN40","Doncaster",517500,415300,53.62,-0.22
"DN41","Doncaster",519500,411200,53.58,-0.19
"DN5","Doncaster",454900,404900,53.53,-1.17
"DN6","Doncaster",454500,411400,53.59,-1.17
"DN7","Doncaster",465200,409900,53.58,-1.01
"DN8","Doncaster",469100,413600,53.61,-0.95
"DN9","Doncaster",473400,401700,53.50,-0.89
"DT1","Dorchester",368900,90300,50.71,-2.44
"DT10","Dorchester",376600,115400,50.93,-2.33
"DT11","Dorchester",387300,106900,50.86,-2.18
"DT2","Dorchester",368000,94600,50.74,-2.45
"DT3","Dorchester",367000,82500,50.64,-2.46
"DT4","Dorchester",367200,79000,50.60,-2.46
"DT5","Dorchester",368800,72100,50.54,-2.44
"DT6","Dorchester",345300,93600,50.73,-2.77
"DT7","Dorchester",333200,92600,50.72,-2.94
"DT8","Dorchester",346600,102200,50.81,-2.75
"DT9","Dorchester",363800,115900,50.94,-2.51
"DY1","Dudley",393500,291000,52.51,-2.09
"DY10","Dudley",384700,276500,52.38,-2.22
"DY11","Dudley",382300,276400,52.38,-2.26
"DY12","Dudley",377600,276500,52.38,-2.32
"DY13","Dudley",380900,271000,52.33,-2.28
"DY14","Dudley",368500,275900,52.38,-2.46
"DY2","Dudley",394500,288800,52.49,-2.08
"DY3","Dudley",391300,292500,52.53,-2.12
"DY4","Dudley",396400,292800,52.53,-2.05
"DY5","Dudley",391700,287000,52.48,-2.12
"DY6","Dudley",388900,289000,52.49,-2.16
"DY7","Dudley",384800,285400,52.46,-2.22
"DY8","Dudley",389500,284700,52.46,-2.15
"DY9","Dudley",391700,282000,52.43,-2.12
"E1","London",534700,181700,51.51,-0.05
"E10","London",537800,187400,51.56,-0.01
"E11","London",539600,187400,51.56,0.01
"E12","London",542400,185500,51.55,0.05
"E13","London",540600,182900,51.52,0.02
"E14","London",537500,180500,51.50,-0.01
"E15","London",538900,184200,51.53,3.0e-03
"E16","London",540600,181100,51.51,0.02
"E17","London",537300,189400,51.58,-0.01
"E18","London",540400,190100,51.59,0.02
"E1W","London",534800,180600,51.50,-0.05
"E2","London",534500,183000,51.52,-0.06
"E3","London",537000,182900,51.52,-0.02
"E4","London",538200,193400,51.62,-3.0e-03
"E5","London",535000,186300,51.55,-0.05
"E6","London",542600,182800,51.52,0.05
"E7","London",540600,185100,51.54,0.02
"E8","London",534300,184400,51.54,-0.06
"E9","London",535700,184500,51.54,-0.04
"EC1","London",531700,182200,51.52,-0.10
"EC1A","London",531600,181900,51.52,-0.10
"EC1M","London",531700,182000,51.52,-0.10
"EC1N","London",531300,181900,51.52,-0.10
"EC1R","London",531300,182400,51.52,-0.10
"EC1V","London",532000,182500,51.52,-0.09
"EC1Y","London",532300,182200,51.52,-0.09
"EC2","London",532600,181900,51.52,-0.08
"EC2A","London",532800,182200,51.52,-0.08
"EC2M","London",532800,181700,51.51,-0.08
"EC2N","London",532800,181500,51.51,-0.08
"EC2R","London",532400,181500,51.51,-0.09
"EC2V","London",532300,181400,51.51,-0.09
"EC2Y","London",532100,181900,51.52,-0.09
"EC3","London",533000,181200,51.51,-0.08
"EC3A","London",533100,181400,51.51,-0.08
"EC3M","London",533000,181100,51.51,-0.08
"EC3N","London",533300,181100,51.51,-0.07
"EC3P","London",531700,181900,51.52,-0.10
"EC3R","London",532900,181000,51.51,-0.08
"EC3V","London",532800,181200,51.51,-0.08
"EC4","London",531800,181300,51.51,-0.10
"EC4A","London",531300,181400,51.51,-0.10
"EC4M","London",531800,181300,51.51,-0.10
"EC4N","London",532300,181300,51.51,-0.09
"EC4R","London",532400,181000,51.51,-0.09
"EC4V","London",531900,181100,51.51,-0.10
"EC4Y","London",531300,181200,51.51,-0.10
"EH1","Edinburgh",325800,673900,55.95,-3.18
"EH10","Edinburgh",324400,670400,55.92,-3.21
"EH11","Edinburgh",322000,671900,55.93,-3.24
"EH12","Edinburgh",320600,672900,55.94,-3.27
"EH13","Edinburgh",322400,669000,55.90,-3.24
"EH14","Edinburgh",319800,669200,55.91,-3.28
"EH15","Edinburgh",330600,673200,55.94,-3.11
"EH16","Edinburgh",327900,670500,55.92,-3.15
"EH17","Edinburgh",328600,668800,55.90,-3.14
"EH18","Edinburgh",329800,665400,55.87,-3.12
"EH19","Edinburgh",330900,665000,55.87,-3.10
"EH2","Edinburgh",325400,674100,55.95,-3.19
"EH20","Edinburgh",327700,665700,55.87,-3.15
"EH21","Edinburgh",334700,672200,55.93,-3.04
"EH22","Edinburgh",333700,666200,55.88,-3.06
"EH23","Edinburgh",334200,661200,55.83,-3.05
"EH24","Edinburgh",329100,662500,55.85,-3.13
"EH25","Edinburgh",326500,663400,55.85,-3.17
"EH26","Edinburgh",323400,660600,55.83,-3.22
"EH27","Edinburgh",311000,667300,55.89,-3.42
"EH28","Edinburgh",313400,671700,55.93,-3.38
"EH29","Edinburgh",312700,674600,55.95,-3.39
"EH3","Edinburgh",325100,674100,55.95,-3.20
"EH30","Edinburgh",313700,677700,55.98,-3.38
"EH31","Edinburgh",348500,682900,56.03,-2.82
"EH32","Edinburgh",340800,675400,55.96,-2.94
"EH33","Edinburgh",341000,672500,55.94,-2.94
"EH34","Edinburgh",345000,668800,55.90,-2.88
"EH35","Edinburgh",341100,669000,55.91,-2.94
"EH36","Edinburgh",346700,662900,55.85,-2.85
"EH37","Edinburgh",340000,663600,55.86,-2.96
"EH38","Edinburgh",339800,655200,55.78,-2.96
"EH39","Edinburgh",354500,684100,56.04,-2.73
"EH4","Edinburgh",321500,675100,55.96,-3.25
"EH40","Edinburgh",359100,677700,55.99,-2.65
"EH41","Edinburgh",351600,673100,55.94,-2.77
"EH42","Edinburgh",367300,678000,55.99,-2.52
"EH43","Edinburgh",336400,637200,55.62,-3.01
"EH44","Edinburgh",332900,636800,55.62,-3.06
"EH45","Edinburgh",325000,640800,55.65,-3.19
"EH46","Edinburgh",315300,650100,55.73,-3.35
"EH47","Edinburgh",295900,664200,55.86,-3.66
"EH48","Edinburgh",296000,668800,55.90,-3.66
"EH49","Edinburgh",300300,677100,55.97,-3.59
"EH5","Edinburgh",324100,676400,55.97,-3.21
"EH51","Edinburgh",300000,681000,56.01,-3.60
"EH52","Edinburgh",307400,672600,55.93,-3.48
"EH53","Edinburgh",307700,667700,55.89,-3.47
"EH54","Edinburgh",304700,667600,55.89,-3.52
"EH55","Edinburgh",301600,662700,55.84,-3.57
"EH6","Edinburgh",326700,676000,55.97,-3.17
"EH7","Edinburgh",327300,674800,55.96,-3.16
"EH8","Edinburgh",327400,673500,55.94,-3.16
"EH9","Edinburgh",326000,671800,55.93,-3.18
"EN1","Enfield",533700,196800,51.65,-0.06
"EN10","Enfield",536700,206500,51.74,-0.02
"EN11","Enfield",537500,209300,51.76,-7.0e-03
"EN2","Enfield",532000,197300,51.65,-0.09
"EN3","Enfield",535700,197400,51.65,-0.03
"EN4","Enfield",527300,196000,51.64,-0.16
"EN5","Enfield",524900,196100,51.64,-0.19
"EN6","Enfield",526000,201700,51.69,-0.17
"EN7","Enfield",533600,203100,51.71,-0.06
"EN8","Enfield",536000,201800,51.69,-0.03
"EN9","Enfield",539200,201500,51.69,0.01
"EX1","Exeter",293800,92900,50.72,-3.50
"EX10","Exeter",312100,88900,50.69,-3.24
"EX11","Exeter",309200,94900,50.74,-3.28
"EX12","Exeter",323700,90200,50.70,-3.08
"EX13","Exeter",329000,99100,50.78,-3.00
"EX14","Exeter",316200,102200,50.81,-3.18
"EX15","Exeter",305800,109500,50.87,-3.33
"EX16","Exeter",295200,114800,50.92,-3.49
"EX17","Exeter",280100,102800,50.81,-3.70
"EX18","Exeter",267300,113100,50.90,-3.88
"EX19","Exeter",259000,110600,50.87,-4.00
"EX2","Exeter",292900,91200,50.71,-3.51
"EX20","Exeter",257600,96500,50.75,-4.01
"EX21","Exeter",244400,103000,50.80,-4.20
"EX22","Exeter",233300,105900,50.82,-4.36
"EX23","Exeter",221600,105800,50.82,-4.53
"EX24","Exeter",323200,93800,50.73,-3.08
"EX3","Exeter",297000,88500,50.68,-3.45
"EX31","Exeter",255500,133900,51.08,-4.06
"EX32","Exeter",258600,132200,51.07,-4.01
"EX33","Exeter",248200,137200,51.11,-4.16
"EX34","Exeter",253100,146500,51.19,-4.10
"EX35","Exeter",272400,148800,51.22,-3.82
"EX36","Exeter",274300,125700,51.01,-3.79
"EX37","Exeter",263000,121800,50.97,-3.95
"EX38","Exeter",248900,118300,50.94,-4.15
"EX39","Exeter",242500,126300,51.01,-4.24
"EX4","Exeter",292300,93500,50.73,-3.52
"EX5","Exeter",298500,96300,50.75,-3.43
"EX6","Exeter",287200,87700,50.67,-3.59
"EX7","Exeter",295800,78000,50.59,-3.47
"EX8","Exeter",300900,82100,50.62,-3.40
"EX9","Exeter",306500,83000,50.63,-3.32
"FK1","Falkirk",288100,678400,55.98,-3.79
"FK10","Falkirk",289300,692800,56.11,-3.78
"FK11","Falkirk",285100,696800,56.15,-3.85
"FK12","Falkirk",288200,697000,56.15,-3.80
"FK13","Falkirk",291900,696700,56.15,-3.74
"FK14","Falkirk",296900,698200,56.16,-3.66
"FK15","Falkirk",279100,702800,56.20,-3.94
"FK16","Falkirk",272200,701700,56.19,-4.05
"FK17","Falkirk",262500,707500,56.24,-4.21
"FK18","Falkirk",256100,717100,56.32,-4.32
"FK19","Falkirk",257100,722200,56.37,-4.31
"FK2","Falkirk",290600,680500,56.00,-3.75
"FK20","Falkirk",237700,726900,56.40,-4.63
"FK21","Falkirk",257100,732800,56.46,-4.31
"FK3","Falkirk",292800,681100,56.01,-3.71
"FK4","Falkirk",281100,679900,55.99,-3.90
"FK5","Falkirk",286700,682900,56.02,-3.81
"FK6","Falkirk",280700,682600,56.02,-3.91
"FK7","Falkirk",280800,691000,56.09,-3.91
"FK8","Falkirk",272600,695000,56.13,-4.05
"FK9","Falkirk",279500,696100,56.14,-3.94
"FY1","Blackpool",331200,436000,53.81,-3.04
"FY2","Blackpool",331700,439300,53.84,-3.03
"FY3","Blackpool",332800,436600,53.82,-3.02
"FY4","Blackpool",332300,433300,53.79,-3.02
"FY5","Blackpool",332900,442500,53.87,-3.02
"FY6","Blackpool",335500,441800,53.86,-2.98
"FY7","Blackpool",332600,447200,53.91,-3.02
"FY8","Blackpool",334000,428700,53.75,-3.00
"G1","Glasgow",259400,665300,55.86,-4.24
"G11","Glasgow",255400,666900,55.87,-4.31
"G12","Glasgow",256100,667600,55.88,-4.30
"G13","Glasgow",253300,669200,55.89,-4.34
"G14","Glasgow",253100,667800,55.88,-4.34
"G15","Glasgow",252200,671000,55.91,-4.36
"G2","Glasgow",258900,665700,55.86,-4.25
"G20","Glasgow",257300,668200,55.88,-4.28
"G21","Glasgow",261100,667500,55.88,-4.22
"G22","Glasgow",259300,668600,55.89,-4.25
"G23","Glasgow",257200,670000,55.90,-4.28
"G3","Glasgow",257800,666000,55.86,-4.27
"G31","Glasgow",261800,664900,55.85,-4.20
"G32","Glasgow",264600,663800,55.84,-4.16
"G33","Glasgow",264500,666600,55.87,-4.16
"G34","Glasgow",267900,665900,55.86,-4.11
"G4","Glasgow",259100,666200,55.86,-4.25
"G40","Glasgow",260900,663900,55.84,-4.22
"G41","Glasgow",257100,662900,55.83,-4.28
"G42","Glasgow",258700,662200,55.83,-4.25
"G43","Glasgow",256600,660700,55.81,-4.29
"G44","Glasgow",258700,660200,55.81,-4.25
"G45","Glasgow",260200,659100,55.80,-4.23
"G46","Glasgow",255500,659200,55.80,-4.30
"G5","Glasgow",259000,663900,55.84,-4.25
"G51","Glasgow",255200,665100,55.85,-4.31
"G52","Glasgow",253000,664100,55.84,-4.34
"G53","Glasgow",252700,661200,55.82,-4.35
"G60","Glasgow",246700,672600,55.92,-4.45
"G61","Glasgow",254400,672000,55.91,-4.33
"G62","Glasgow",255100,674600,55.94,-4.32
"G63","Glasgow",252700,685800,56.04,-4.36
"G64","Glasgow",261500,670900,55.91,-4.21
"G65","Glasgow",271600,677500,55.97,-4.05
"G66","Glasgow",265500,674000,55.94,-4.15
"G67","Glasgow",276000,674500,55.94,-3.98
"G68","Glasgow",274500,675200,55.95,-4.01
"G69","Glasgow",268500,666500,55.87,-4.10
"G71","Glasgow",270200,660700,55.82,-4.07
"G72","Glasgow",266600,658800,55.80,-4.12
"G73","Glasgow",261800,660700,55.82,-4.20
"G74","Glasgow",263700,655000,55.76,-4.17
"G76","Glasgow",257500,656200,55.77,-4.27
"G77","Glasgow",253900,655800,55.77,-4.33
"G78","Glasgow",249000,658100,55.79,-4.40
"G81","Glasgow",249600,671500,55.91,-4.40
"G82","Glasgow",239300,676200,55.95,-4.57
"G83","Glasgow",238900,682900,56.01,-4.58
"G84","Glasgow",228400,683500,56.01,-4.75
"GL1","Gloucester",383500,218000,51.86,-2.23
"GL10","Gloucester",380400,205000,51.74,-2.28
"GL11","Gloucester",375400,199000,51.68,-2.35
"GL12","Gloucester",373400,191900,51.62,-2.38
"GL13","Gloucester",368300,199500,51.69,-2.45
"GL14","Gloucester",367000,213300,51.81,-2.47
"GL15","Gloucester",362000,204400,51.73,-2.55
"GL16","Gloucester",357900,211000,51.79,-2.61
"GL17","Gloucester",364600,217600,51.85,-2.51
"GL18","Gloucester",371500,227100,51.94,-2.41
"GL19","Gloucester",380300,227200,51.94,-2.28
"GL2","Gloucester",381600,216500,51.84,-2.26
"GL20","Gloucester",391100,233900,52.00,-2.13
"GL3","Gloucester",387800,218500,51.86,-2.17
"GL4","Gloucester",385100,216000,51.84,-2.21
"GL5","Gloucester",384900,204500,51.73,-2.21
"GL50","Gloucester",394500,222400,51.90,-2.08
"GL51","Gloucester",392600,222300,51.89,-2.10
"GL52","Gloucester",396000,224200,51.91,-2.05
"GL53","Gloucester",395400,220300,51.88,-2.06
"GL54","Gloucester",409400,222100,51.89,-1.86
"GL55","Gloucester",415900,240300,52.06,-1.76
"GL56","Gloucester",420300,232300,51.98,-1.70
"GL6","Gloucester",386800,204100,51.73,-2.19
"GL7","Gloucester",407100,201600,51.71,-1.89
"GL8","Gloucester",388200,193700,51.64,-2.17
"GL9","Gloucester",379400,184400,51.55,-2.29
"GU1","Guildford",500200,150300,51.24,-0.56
"GU10","Guildford",484100,145000,51.19,-0.79
"GU11","Guildford",486400,150700,51.24,-0.76
"GU12","Guildford",488600,151100,51.25,-0.73
"GU13","Guildford",481100,153500,51.27,-0.83
"GU14","Guildford",486400,155600,51.29,-0.76
"GU15","Guildford",487800,160300,51.33,-0.73
"GU16","Guildford",488600,157700,51.31,-0.72
"GU17","Guildford",484600,159700,51.32,-0.78
"GU18","Guildford",492600,161900,51.34,-0.67
"GU19","Guildford",491200,163100,51.36,-0.69
"GU2","Guildford",498300,150500,51.24,-0.59
"GU20","Guildford",493500,164100,51.36,-0.65
"GU21","Guildford",499100,158900,51.32,-0.57
"GU22","Guildford",501100,158000,51.31,-0.55
"GU23","Guildford",504000,156400,51.29,-0.50
"GU24","Guildford",495700,159900,51.32,-0.62
"GU25","Guildford",499500,167900,51.40,-0.57
"GU26","Guildford",487800,135600,51.11,-0.74
"GU27","Guildford",489800,132200,51.08,-0.71
"GU28","Guildford",496200,122200,50.99,-0.63
"GU29","Guildford",488000,121300,50.98,-0.74
"GU3","Guildford",496100,150600,51.24,-0.62
"GU30","Guildford",483900,131300,51.07,-0.80
"GU31","Guildford",477000,122500,50.99,-0.90
"GU32","Guildford",472300,123800,51.00,-0.97
"GU33","Guildford",477700,128400,51.04,-0.89
"GU34","Guildford",471100,138300,51.13,-0.98
"GU35","Guildford",480700,135900,51.11,-0.84
"GU4","Guildford",501900,150400,51.24,-0.54
"GU46","Guildford",481800,160500,51.33,-0.82
"GU47","Guildford",484400,161700,51.34,-0.78
"GU5","Guildford",503700,145900,51.20,-0.51
"GU51","Guildford",480900,154500,51.28,-0.84
"GU52","Guildford",481100,152400,51.26,-0.83
"GU6","Guildford",506200,139100,51.14,-0.48
"GU7","Guildford",497100,144300,51.18,-0.61
"GU8","Guildford",495100,140000,51.15,-0.64
"GU9","Guildford",484300,147300,51.21,-0.79
"HA0","Harrow",517600,184900,51.55,-0.30
"HA1","Harrow",515300,188100,51.58,-0.33
"HA2","Harrow",513800,187400,51.57,-0.35
"HA3","Harrow",516400,189600,51.59,-0.32
"HA4","Harrow",510200,186900,51.57,-0.40
"HA5","Harrow",511900,189700,51.59,-0.38
"HA6","Harrow",509400,191400,51.61,-0.42
"HA7","Harrow",517200,191500,51.61,-0.30
"HA8","Harrow",519600,191700,51.61,-0.27
"HA9","Harrow",518800,185900,51.55,-0.28
"HD1","Huddersfield",414000,416700,53.64,-1.78
"HD2","Huddersfield",414900,419100,53.66,-1.77
"HD3","Huddersfield",411400,417400,53.65,-1.82
"HD4","Huddersfield",413500,414500,53.62,-1.79
"HD5","Huddersfield",416800,416800,53.64,-1.74
"HD6","Huddersfield",414400,422800,53.70,-1.78
"HD7","Huddersfield",408200,414200,53.62,-1.87
"HD8","Huddersfield",421200,411700,53.60,-1.67
"HD9","Huddersfield",413600,409300,53.58,-1.79
"HG1","Harrogate",430600,456100,54.00,-1.53
"HG2","Harrogate",431100,454700,53.98,-1.52
"HG3","Harrogate",425100,459500,54.03,-1.61
"HG4","Harrogate",428300,473500,54.15,-1.56
"HG5","Harrogate",435600,457600,54.01,-1.45
"HP1","Hemel Hempstead",504400,207400,51.75,-0.48
"HP10","Hemel Hempstead",489900,190900,51.60,-0.70
"HP11","Hemel Hempstead",486900,192500,51.62,-0.74
"HP12","Hemel Hempstead",484600,192600,51.62,-0.77
"HP13","Hemel Hempstead",487100,193500,51.63,-0.74
"HP14","Hemel Hempstead",481000,195100,51.64,-0.82
"HP15","Hemel Hempstead",489100,196100,51.65,-0.71
"HP16","Hemel Hempstead",488600,201200,51.70,-0.71
"HP17","Hemel Hempstead",478000,209200,51.77,-0.87
"HP18","Hemel Hempstead",470200,213300,51.81,-0.98
"HP19","Hemel Hempstead",481000,214400,51.82,-0.82
"HP2","Hemel Hempstead",506800,208300,51.76,-0.45
"HP20","Hemel Hempstead",482500,214100,51.81,-0.80
"HP21","Hemel Hempstead",482400,212700,51.80,-0.80
"HP22","Hemel Hempstead",485100,212700,51.80,-0.76
"HP23","Hemel Hempstead",492400,211600,51.79,-0.66
"HP27","Hemel Hempstead",480800,203000,51.71,-0.83
"HP3","Hemel Hempstead",505600,205400,51.73,-0.47
"HP4","Hemel Hempstead",498900,208600,51.76,-0.56
"HP5","Hemel Hempstead",496200,202500,51.71,-0.60
"HP6","Hemel Hempstead",496900,198700,51.67,-0.59
"HP7","Hemel Hempstead",496200,197200,51.66,-0.60
"HP8","Hemel Hempstead",498700,194800,51.64,-0.57
"HP9","Hemel Hempstead",494300,191100,51.61,-0.63
"HR1","Hereford",354100,240900,52.06,-2.66
"HR2","Hereford",346200,234900,52.01,-2.78
"HR3","Hereford",326400,244500,52.09,-3.07
"HR4","Hereford",347500,243600,52.08,-2.76
"HR5","Hereford",329800,255400,52.19,-3.02
"HR6","Hereford",347400,259700,52.23,-2.77
"HR7","Hereford",364400,254400,52.18,-2.52
"HR8","Hereford",369600,238600,52.04,-2.44
"HR9","Hereford",360000,223500,51.90,-2.58
"HS1","Scottish Islands",142700,933300,58.21,-6.38
"HS2","Scottish Islands",137900,937600,58.24,-6.46
"HS3","Scottish Islands",112300,898000,57.87,-6.85
"HS4","Scottish Islands",121900,896300,57.87,-6.69
"HS5","Scottish Islands",105300,889700,57.80,-6.96
"HS6","Scottish Islands",83500,869100,57.60,-7.29
"HS7","Scottish Islands",79800,852200,57.44,-7.34
"HS8","Scottish Islands",77500,828400,57.23,-7.34
"HS9","Scottish Islands",67600,800000,56.97,-7.47
"HU1","Hull",509800,428700,53.74,-0.33
"HU10","Hull",502800,429500,53.75,-0.44
"HU11","Hull",517200,438100,53.82,-0.22
"HU12","Hull",523300,426900,53.72,-0.13
"HU13","Hull",503200,426500,53.72,-0.43
"HU14","Hull",498900,426800,53.72,-0.50
"HU15","Hull",490900,428900,53.74,-0.62
"HU16","Hull",504100,432900,53.78,-0.41
"HU17","Hull",503500,440100,53.84,-0.42
"HU18","Hull",520400,447500,53.90,-0.16
"HU19","Hull",534300,427100,53.72,0.03
"HU2","Hull",509600,429500,53.75,-0.33
"HU20","Hull",498000,433500,53.78,-0.51
"HU3","Hull",507900,428500,53.74,-0.36
"HU4","Hull",505500,427800,53.73,-0.40
"HU5","Hull",507100,430500,53.76,-0.37
"HU6","Hull",507500,432900,53.78,-0.36
"HU7","Hull",510300,433800,53.78,-0.32
"HU8","Hull",512100,431600,53.76,-0.29
"HU9","Hull",513000,430200,53.75,-0.28
"HX1","Halifax",408600,425000,53.72,-1.87
"HX2","Halifax",406300,426800,53.73,-1.90
"HX3","Halifax",410300,425600,53.72,-1.84
"HX4","Halifax",407900,420400,53.67,-1.88
"HX5","Halifax",410900,421100,53.68,-1.83
"HX6","Halifax",405000,422400,53.69,-1.92
